RprtDt,StateCd,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SILorSDA,suppclass,Utlstn
31DEC2025,ALL,Western Melbourne,Psychosocial disability,55 to 64,Yes,ALL,86%
31DEC2025,ALL,Western Melbourne,Psychosocial disability,55 to 64,Yes,Capacity Building,66%
31DEC2025,ALL,Western Melbourne,Psychosocial disability,55 to 64,Yes,Core,88%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,55 to 64,ALL,ALL,86%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,55 to 64,ALL,Capacity Building,67%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,55 to 64,ALL,Capital,80%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,55 to 64,ALL,Core,88%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,55 to 64,No,ALL,84%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,55 to 64,No,Capacity Building,72%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,55 to 64,No,Capital,74%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,55 to 64,No,Core,86%
31DEC2025,ALL,Western Melbourne,Stroke,55 to 64,ALL,ALL,82%
31DEC2025,ALL,Western Melbourne,Stroke,55 to 64,ALL,Capacity Building,74%
31DEC2025,ALL,Western Melbourne,Stroke,55 to 64,ALL,Capital,70%
31DEC2025,ALL,Western Melbourne,Stroke,55 to 64,ALL,Core,84%
31DEC2025,ALL,Western Melbourne,Stroke,55 to 64,No,ALL,77%
31DEC2025,ALL,Western Melbourne,Stroke,55 to 64,No,Capacity Building,73%
31DEC2025,ALL,Western Melbourne,Stroke,55 to 64,No,Capital,52%
31DEC2025,ALL,Western Melbourne,Stroke,55 to 64,No,Core,79%
31DEC2025,ALL,Western Melbourne,Visual Impairment,55 to 64,ALL,ALL,79%
31DEC2025,ALL,Western Melbourne,Visual Impairment,55 to 64,ALL,Capacity Building,65%
31DEC2025,ALL,Western Melbourne,Visual Impairment,55 to 64,ALL,Capital,35%
31DEC2025,ALL,Western Melbourne,Visual Impairment,55 to 64,ALL,Core,82%
31DEC2025,ALL,Western Melbourne,Visual Impairment,55 to 64,No,ALL,77%
31DEC2025,ALL,Western Melbourne,Visual Impairment,55 to 64,No,Capacity Building,66%
31DEC2025,ALL,Western Melbourne,Visual Impairment,55 to 64,No,Capital,41%
31DEC2025,ALL,Western Melbourne,Visual Impairment,55 to 64,No,Core,80%
31DEC2025,ALL,Western Melbourne,ABI,65+,ALL,ALL,74%
31DEC2025,ALL,Western Melbourne,ABI,65+,ALL,Capacity Building,76%
31DEC2025,ALL,Western Melbourne,ABI,65+,ALL,Capital,84%
31DEC2025,ALL,Western Melbourne,ABI,65+,ALL,Core,74%
31DEC2025,ALL,Western Melbourne,ABI,65+,No,ALL,62%
31DEC2025,ALL,Western Melbourne,ABI,65+,No,Capacity Building,74%
31DEC2025,ALL,Western Melbourne,ABI,65+,No,Capital,75%
31DEC2025,ALL,Western Melbourne,ABI,65+,No,Core,60%
31DEC2025,ALL,Western Melbourne,ALL,65+,ALL,ALL,75%
31DEC2025,ALL,Western Melbourne,ALL,65+,ALL,Capacity Building,68%
31DEC2025,ALL,Western Melbourne,ALL,65+,ALL,Capital,76%
31DEC2025,ALL,Western Melbourne,ALL,65+,ALL,Core,76%
31DEC2025,ALL,Western Melbourne,ALL,65+,No,ALL,69%
31DEC2025,ALL,Western Melbourne,ALL,65+,No,Capacity Building,66%
31DEC2025,ALL,Western Melbourne,ALL,65+,No,Capital,66%
31DEC2025,ALL,Western Melbourne,ALL,65+,No,Core,70%
31DEC2025,ALL,Western Melbourne,ALL,65+,Yes,ALL,92%
31DEC2025,ALL,Western Melbourne,ALL,65+,Yes,Capacity Building,78%
31DEC2025,ALL,Western Melbourne,ALL,65+,Yes,Capital,90%
31DEC2025,ALL,Western Melbourne,ALL,65+,Yes,Core,93%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,65+,ALL,ALL,80%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,65+,ALL,Capacity Building,84%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,65+,ALL,Capital,59%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,65+,ALL,Core,81%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,65+,ALL,ALL,70%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,65+,ALL,Capacity Building,42%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,65+,ALL,Core,81%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,65+,No,ALL,70%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,65+,No,Capacity Building,42%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,65+,No,Core,81%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,ALL,ALL,81%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,ALL,Capacity Building,71%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,ALL,Capital,81%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,ALL,Core,83%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,No,ALL,71%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,No,Capacity Building,73%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,No,Capital,44%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,No,Core,72%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,Yes,ALL,93%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,Yes,Capacity Building,69%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,Yes,Capital,93%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,65+,Yes,Core,96%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,65+,ALL,ALL,74%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,65+,ALL,Capacity Building,65%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,65+,ALL,Capital,72%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,65+,ALL,Core,75%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,65+,No,ALL,68%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,65+,No,Capacity Building,57%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,65+,No,Capital,78%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,65+,No,Core,69%
31DEC2025,ALL,Western Melbourne,Other,65+,ALL,ALL,63%
31DEC2025,ALL,Western Melbourne,Other,65+,ALL,Capacity Building,59%
31DEC2025,ALL,Western Melbourne,Other,65+,ALL,Capital,76%
31DEC2025,ALL,Western Melbourne,Other,65+,ALL,Core,63%
31DEC2025,ALL,Western Melbourne,Other,65+,No,ALL,64%
31DEC2025,ALL,Western Melbourne,Other,65+,No,Capacity Building,59%
31DEC2025,ALL,Western Melbourne,Other,65+,No,Capital,73%
31DEC2025,ALL,Western Melbourne,Other,65+,No,Core,65%
31DEC2025,ALL,Western Melbourne,Other Neurological,65+,ALL,ALL,70%
31DEC2025,ALL,Western Melbourne,Other Neurological,65+,ALL,Capacity Building,61%
31DEC2025,ALL,Western Melbourne,Other Neurological,65+,ALL,Capital,86%
31DEC2025,ALL,Western Melbourne,Other Neurological,65+,ALL,Core,70%
31DEC2025,ALL,Western Melbourne,Other Neurological,65+,No,ALL,63%
31DEC2025,ALL,Western Melbourne,Other Neurological,65+,No,Capacity Building,59%
31DEC2025,ALL,Western Melbourne,Other Neurological,65+,No,Capital,67%
31DEC2025,ALL,Western Melbourne,Other Neurological,65+,No,Core,64%
31DEC2025,ALL,Western Melbourne,Other Physical,65+,ALL,ALL,79%
31DEC2025,ALL,Western Melbourne,Other Physical,65+,ALL,Capacity Building,66%
31DEC2025,ALL,Western Melbourne,Other Physical,65+,ALL,Capital,54%
31DEC2025,ALL,Western Melbourne,Other Physical,65+,ALL,Core,85%
31DEC2025,ALL,Western Melbourne,Other Physical,65+,No,ALL,79%
31DEC2025,ALL,Western Melbourne,Other Physical,65+,No,Capacity Building,66%
31DEC2025,ALL,Western Melbourne,Other Physical,65+,No,Capital,54%
31DEC2025,ALL,Western Melbourne,Other Physical,65+,No,Core,85%
31DEC2025,ALL,Western Melbourne,Psychosocial disability,65+,ALL,ALL,74%
31DEC2025,ALL,Western Melbourne,Psychosocial disability,65+,ALL,Capacity Building,72%
31DEC2025,ALL,Western Melbourne,Psychosocial disability,65+,ALL,Capital,71%
31DEC2025,ALL,Western Melbourne,Psychosocial disability,65+,ALL,Core,74%
31DEC2025,ALL,Western Melbourne,Psychosocial disability,65+,No,ALL,71%
31DEC2025,ALL,Western Melbourne,Psychosocial disability,65+,No,Capacity Building,73%
31DEC2025,ALL,Western Melbourne,Psychosocial disability,65+,No,Capital,17%
31DEC2025,ALL,Western Melbourne,Psychosocial disability,65+,No,Core,71%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,65+,ALL,ALL,82%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,65+,ALL,Capacity Building,58%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,65+,ALL,Capital,80%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,65+,ALL,Core,85%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,65+,No,ALL,77%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,65+,No,Capacity Building,56%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,65+,No,Capital,79%
31DEC2025,ALL,Western Melbourne,Spinal Cord Injury,65+,No,Core,80%
31DEC2025,ALL,Western Melbourne,Stroke,65+,ALL,ALL,79%
31DEC2025,ALL,Western Melbourne,Stroke,65+,ALL,Capacity Building,74%
31DEC2025,ALL,Western Melbourne,Stroke,65+,ALL,Capital,70%
31DEC2025,ALL,Western Melbourne,Stroke,65+,ALL,Core,80%
31DEC2025,ALL,Western Melbourne,Stroke,65+,No,ALL,74%
31DEC2025,ALL,Western Melbourne,Stroke,65+,No,Capacity Building,72%
31DEC2025,ALL,Western Melbourne,Stroke,65+,No,Capital,51%
31DEC2025,ALL,Western Melbourne,Stroke,65+,No,Core,76%
31DEC2025,ALL,Western Melbourne,Visual Impairment,65+,ALL,ALL,83%
31DEC2025,ALL,Western Melbourne,Visual Impairment,65+,ALL,Capacity Building,58%
31DEC2025,ALL,Western Melbourne,Visual Impairment,65+,ALL,Capital,100%
31DEC2025,ALL,Western Melbourne,Visual Impairment,65+,ALL,Core,85%
31DEC2025,ALL,Western Melbourne,Visual Impairment,65+,No,ALL,83%
31DEC2025,ALL,Western Melbourne,Visual Impairment,65+,No,Capacity Building,58%
31DEC2025,ALL,Western Melbourne,Visual Impairment,65+,No,Capital,100%
31DEC2025,ALL,Western Melbourne,Visual Impairment,65+,No,Core,85%
31DEC2025,ALL,Western Melbourne,ALL,9 to 14,ALL,ALL,72%
31DEC2025,ALL,Western Melbourne,ALL,9 to 14,ALL,Capacity Building,63%
31DEC2025,ALL,Western Melbourne,ALL,9 to 14,ALL,Capital,61%
31DEC2025,ALL,Western Melbourne,ALL,9 to 14,ALL,Core,84%
31DEC2025,ALL,Western Melbourne,ALL,9 to 14,No,ALL,72%
31DEC2025,ALL,Western Melbourne,ALL,9 to 14,No,Capacity Building,63%
31DEC2025,ALL,Western Melbourne,ALL,9 to 14,No,Capital,61%
31DEC2025,ALL,Western Melbourne,ALL,9 to 14,No,Core,84%
31DEC2025,ALL,Western Melbourne,Autism,9 to 14,ALL,ALL,70%
31DEC2025,ALL,Western Melbourne,Autism,9 to 14,ALL,Capacity Building,63%
31DEC2025,ALL,Western Melbourne,Autism,9 to 14,ALL,Capital,32%
31DEC2025,ALL,Western Melbourne,Autism,9 to 14,ALL,Core,82%
31DEC2025,ALL,Western Melbourne,Autism,9 to 14,No,ALL,70%
31DEC2025,ALL,Western Melbourne,Autism,9 to 14,No,Capacity Building,63%
31DEC2025,ALL,Western Melbourne,Autism,9 to 14,No,Capital,32%
31DEC2025,ALL,Western Melbourne,Autism,9 to 14,No,Core,82%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,9 to 14,ALL,ALL,79%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,9 to 14,ALL,Capacity Building,72%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,9 to 14,ALL,Capital,44%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,9 to 14,ALL,Core,85%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,9 to 14,No,ALL,79%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,9 to 14,No,Capacity Building,72%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,9 to 14,No,Capital,44%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,9 to 14,No,Core,85%
31DEC2025,ALL,Western Melbourne,Developmental delay,9 to 14,ALL,ALL,54%
31DEC2025,ALL,Western Melbourne,Developmental delay,9 to 14,ALL,Capacity Building,45%
31DEC2025,ALL,Western Melbourne,Developmental delay,9 to 14,ALL,Core,86%
31DEC2025,ALL,Western Melbourne,Developmental delay,9 to 14,No,ALL,54%
31DEC2025,ALL,Western Melbourne,Developmental delay,9 to 14,No,Capacity Building,45%
31DEC2025,ALL,Western Melbourne,Developmental delay,9 to 14,No,Core,86%
31DEC2025,ALL,Western Melbourne,Down Syndrome,9 to 14,ALL,ALL,81%
31DEC2025,ALL,Western Melbourne,Down Syndrome,9 to 14,ALL,Capacity Building,67%
31DEC2025,ALL,Western Melbourne,Down Syndrome,9 to 14,ALL,Core,89%
31DEC2025,ALL,Western Melbourne,Down Syndrome,9 to 14,No,ALL,81%
31DEC2025,ALL,Western Melbourne,Down Syndrome,9 to 14,No,Capacity Building,67%
31DEC2025,ALL,Western Melbourne,Down Syndrome,9 to 14,No,Core,89%
31DEC2025,ALL,Western Melbourne,Global developmental delay,9 to 14,ALL,ALL,55%
31DEC2025,ALL,Western Melbourne,Global developmental delay,9 to 14,ALL,Capacity Building,61%
31DEC2025,ALL,Western Melbourne,Global developmental delay,9 to 14,ALL,Core,23%
31DEC2025,ALL,Western Melbourne,Global developmental delay,9 to 14,No,ALL,55%
31DEC2025,ALL,Western Melbourne,Global developmental delay,9 to 14,No,Capacity Building,61%
31DEC2025,ALL,Western Melbourne,Global developmental delay,9 to 14,No,Core,23%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,9 to 14,ALL,ALL,51%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,9 to 14,ALL,Capacity Building,43%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,9 to 14,ALL,Core,67%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,9 to 14,No,ALL,51%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,9 to 14,No,Capacity Building,43%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,9 to 14,No,Core,67%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,9 to 14,ALL,ALL,82%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,9 to 14,ALL,Capacity Building,67%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,9 to 14,ALL,Capital,75%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,9 to 14,ALL,Core,97%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,9 to 14,No,ALL,82%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,9 to 14,No,Capacity Building,67%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,9 to 14,No,Capital,75%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,9 to 14,No,Core,97%
31DEC2025,ALL,Western Melbourne,Other,9 to 14,ALL,ALL,65%
31DEC2025,ALL,Western Melbourne,Other,9 to 14,ALL,Capacity Building,57%
31DEC2025,ALL,Western Melbourne,Other,9 to 14,ALL,Core,91%
31DEC2025,ALL,Western Melbourne,Other,9 to 14,No,ALL,65%
31DEC2025,ALL,Western Melbourne,Other,9 to 14,No,Capacity Building,57%
31DEC2025,ALL,Western Melbourne,Other,9 to 14,No,Core,91%
31DEC2025,ALL,Western Melbourne,Other Neurological,9 to 14,ALL,ALL,83%
31DEC2025,ALL,Western Melbourne,Other Neurological,9 to 14,ALL,Capacity Building,70%
31DEC2025,ALL,Western Melbourne,Other Neurological,9 to 14,ALL,Capital,63%
31DEC2025,ALL,Western Melbourne,Other Neurological,9 to 14,ALL,Core,90%
31DEC2025,ALL,Western Melbourne,Other Neurological,9 to 14,No,ALL,83%
31DEC2025,ALL,Western Melbourne,Other Neurological,9 to 14,No,Capacity Building,70%
31DEC2025,ALL,Western Melbourne,Other Neurological,9 to 14,No,Capital,63%
31DEC2025,ALL,Western Melbourne,Other Neurological,9 to 14,No,Core,90%
31DEC2025,ALL,Western Melbourne,Other Physical,9 to 14,ALL,ALL,71%
31DEC2025,ALL,Western Melbourne,Other Physical,9 to 14,ALL,Capacity Building,63%
31DEC2025,ALL,Western Melbourne,Other Physical,9 to 14,ALL,Capital,80%
31DEC2025,ALL,Western Melbourne,Other Physical,9 to 14,ALL,Core,73%
31DEC2025,ALL,Western Melbourne,Other Physical,9 to 14,No,ALL,71%
31DEC2025,ALL,Western Melbourne,Other Physical,9 to 14,No,Capacity Building,63%
31DEC2025,ALL,Western Melbourne,Other Physical,9 to 14,No,Capital,80%
31DEC2025,ALL,Western Melbourne,Other Physical,9 to 14,No,Core,73%
31DEC2025,ALL,Western Melbourne,Other Sensory/Speech,9 to 14,ALL,ALL,60%
31DEC2025,ALL,Western Melbourne,Other Sensory/Speech,9 to 14,ALL,Capacity Building,58%
31DEC2025,ALL,Western Melbourne,Other Sensory/Speech,9 to 14,ALL,Core,82%
31DEC2025,ALL,Western Melbourne,Other Sensory/Speech,9 to 14,No,ALL,60%
31DEC2025,ALL,Western Melbourne,Other Sensory/Speech,9 to 14,No,Capacity Building,58%
31DEC2025,ALL,Western Melbourne,Other Sensory/Speech,9 to 14,No,Core,82%
31DEC2025,ALL,Western Melbourne,Visual Impairment,9 to 14,ALL,ALL,63%
31DEC2025,ALL,Western Melbourne,Visual Impairment,9 to 14,ALL,Capacity Building,59%
31DEC2025,ALL,Western Melbourne,Visual Impairment,9 to 14,ALL,Core,65%
31DEC2025,ALL,Western Melbourne,Visual Impairment,9 to 14,No,ALL,63%
31DEC2025,ALL,Western Melbourne,Visual Impairment,9 to 14,No,Capacity Building,59%
31DEC2025,ALL,Western Melbourne,Visual Impairment,9 to 14,No,Core,65%
31DEC2025,ALL,Western Melbourne,ABI,ALL,ALL,ALL,79%
31DEC2025,ALL,Western Melbourne,ABI,ALL,ALL,Capacity Building,69%
31DEC2025,ALL,Western Melbourne,ABI,ALL,ALL,Capital,72%
31DEC2025,ALL,Western Melbourne,ABI,ALL,ALL,Core,81%
31DEC2025,ALL,Western Melbourne,ABI,ALL,No,ALL,74%
31DEC2025,ALL,Western Melbourne,ABI,ALL,No,Capacity Building,66%
31DEC2025,ALL,Western Melbourne,ABI,ALL,No,Capital,67%
31DEC2025,ALL,Western Melbourne,ABI,ALL,No,Core,76%
31DEC2025,ALL,Western Melbourne,ABI,ALL,Yes,ALL,87%
31DEC2025,ALL,Western Melbourne,ABI,ALL,Yes,Capacity Building,78%
31DEC2025,ALL,Western Melbourne,ABI,ALL,Yes,Capital,77%
31DEC2025,ALL,Western Melbourne,ABI,ALL,Yes,Core,88%
31DEC2025,ALL,Western Melbourne,ALL,ALL,ALL,ALL,76%
31DEC2025,ALL,Western Melbourne,ALL,ALL,ALL,Capacity Building,64%
31DEC2025,ALL,Western Melbourne,ALL,ALL,ALL,Capital,76%
31DEC2025,ALL,Western Melbourne,ALL,ALL,ALL,Core,81%
31DEC2025,ALL,Western Melbourne,ALL,ALL,No,ALL,73%
31DEC2025,ALL,Western Melbourne,ALL,ALL,No,Capacity Building,63%
31DEC2025,ALL,Western Melbourne,ALL,ALL,No,Capital,73%
31DEC2025,ALL,Western Melbourne,ALL,ALL,No,Core,78%
31DEC2025,ALL,Western Melbourne,ALL,ALL,Yes,ALL,86%
31DEC2025,ALL,Western Melbourne,ALL,ALL,Yes,Capacity Building,75%
31DEC2025,ALL,Western Melbourne,ALL,ALL,Yes,Capital,82%
31DEC2025,ALL,Western Melbourne,ALL,ALL,Yes,Core,87%
31DEC2025,ALL,Western Melbourne,Autism,ALL,ALL,ALL,71%
31DEC2025,ALL,Western Melbourne,Autism,ALL,ALL,Capacity Building,62%
31DEC2025,ALL,Western Melbourne,Autism,ALL,ALL,Capital,66%
31DEC2025,ALL,Western Melbourne,Autism,ALL,ALL,Core,79%
31DEC2025,ALL,Western Melbourne,Autism,ALL,No,ALL,70%
31DEC2025,ALL,Western Melbourne,Autism,ALL,No,Capacity Building,62%
31DEC2025,ALL,Western Melbourne,Autism,ALL,No,Capital,42%
31DEC2025,ALL,Western Melbourne,Autism,ALL,No,Core,78%
31DEC2025,ALL,Western Melbourne,Autism,ALL,Yes,ALL,84%
31DEC2025,ALL,Western Melbourne,Autism,ALL,Yes,Capacity Building,72%
31DEC2025,ALL,Western Melbourne,Autism,ALL,Yes,Capital,84%
31DEC2025,ALL,Western Melbourne,Autism,ALL,Yes,Core,85%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,ALL,ALL,84%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,ALL,Capacity Building,70%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,ALL,Capital,77%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,ALL,Core,86%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,No,ALL,83%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,No,Capacity Building,70%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,No,Capital,71%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,No,Core,87%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,Yes,ALL,85%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,Yes,Capacity Building,74%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,Yes,Capital,89%
31DEC2025,ALL,Western Melbourne,Cerebral Palsy,ALL,Yes,Core,85%
31DEC2025,ALL,Western Melbourne,Developmental delay,ALL,ALL,ALL,63%
31DEC2025,ALL,Western Melbourne,Developmental delay,ALL,ALL,Capacity Building,63%
31DEC2025,ALL,Western Melbourne,Developmental delay,ALL,ALL,Capital,64%
31DEC2025,ALL,Western Melbourne,Developmental delay,ALL,ALL,Core,69%
31DEC2025,ALL,Western Melbourne,Developmental delay,ALL,No,ALL,63%
31DEC2025,ALL,Western Melbourne,Developmental delay,ALL,No,Capacity Building,63%
31DEC2025,ALL,Western Melbourne,Developmental delay,ALL,No,Capital,64%
31DEC2025,ALL,Western Melbourne,Developmental delay,ALL,No,Core,69%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,ALL,ALL,82%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,ALL,Capacity Building,69%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,ALL,Capital,77%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,ALL,Core,85%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,No,ALL,76%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,No,Capacity Building,68%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,No,Capital,68%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,No,Core,79%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,Yes,ALL,93%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,Yes,Capacity Building,78%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,Yes,Capital,79%
31DEC2025,ALL,Western Melbourne,Down Syndrome,ALL,Yes,Core,95%
31DEC2025,ALL,Western Melbourne,Global developmental delay,ALL,ALL,ALL,68%
31DEC2025,ALL,Western Melbourne,Global developmental delay,ALL,ALL,Capacity Building,66%
31DEC2025,ALL,Western Melbourne,Global developmental delay,ALL,ALL,Capital,71%
31DEC2025,ALL,Western Melbourne,Global developmental delay,ALL,ALL,Core,79%
31DEC2025,ALL,Western Melbourne,Global developmental delay,ALL,No,ALL,68%
31DEC2025,ALL,Western Melbourne,Global developmental delay,ALL,No,Capacity Building,66%
31DEC2025,ALL,Western Melbourne,Global developmental delay,ALL,No,Capital,71%
31DEC2025,ALL,Western Melbourne,Global developmental delay,ALL,No,Core,79%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,ALL,ALL,ALL,59%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,ALL,ALL,Capacity Building,50%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,ALL,ALL,Capital,58%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,ALL,ALL,Core,67%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,ALL,No,ALL,59%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,ALL,No,Capacity Building,50%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,ALL,No,Capital,58%
31DEC2025,ALL,Western Melbourne,Hearing Impairment,ALL,No,Core,67%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,ALL,ALL,80%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,ALL,Capacity Building,64%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,ALL,Capital,81%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,ALL,Core,83%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,No,ALL,76%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,No,Capacity Building,63%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,No,Capital,79%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,No,Core,80%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,Yes,ALL,88%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,Yes,Capacity Building,70%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,Yes,Capital,82%
31DEC2025,ALL,Western Melbourne,Intellectual Disability,ALL,Yes,Core,90%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,ALL,ALL,75%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,ALL,Capacity Building,67%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,ALL,Capital,76%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,ALL,Core,76%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,No,ALL,70%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,No,Capacity Building,64%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,No,Capital,75%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,No,Core,71%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,Yes,ALL,88%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,Yes,Capacity Building,91%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,Yes,Capital,78%
31DEC2025,ALL,Western Melbourne,Multiple Sclerosis,ALL,Yes,Core,89%
31DEC2025,ALL,Western Melbourne,Other,ALL,ALL,ALL,67%
31DEC2025,ALL,Western Melbourne,Other,ALL,ALL,Capacity Building,62%
31DEC2025,ALL,Western Melbourne,Other,ALL,ALL,Capital,74%
31DEC2025,ALL,Western Melbourne,Other,ALL,ALL,Core,68%
31DEC2025,ALL,Western Melbourne,Other,ALL,No,ALL,66%
31DEC2025,ALL,Western Melbourne,Other,ALL,No,Capacity Building,62%
