RprtDt,SuppClass,SuppCatNm,SuppItemNmbr,SuppItemDesc,RsdsInStateCd,RsdsInSrvcDstrctNm,NDISDsbltyGrpNm,NDIAAgeBnd,PmtAmt,CountOfParticipants
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Psychosocial disability,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Psychosocial disability,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Psychosocial disability,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Psychosocial disability,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Psychosocial disability,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Spinal Cord Injury,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Spinal Cord Injury,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Spinal Cord Injury,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Spinal Cord Injury,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Stroke,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Stroke,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Stroke,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Stroke,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Visual Impairment,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Visual Impairment,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,"Barossa, Light and Lower North",Visual Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,ABI,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,ABI,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,ABI,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,ABI,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,ABI,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,ABI,55 to 64,0,23
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,ABI,65+,0,20
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,ABI,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Autism,0 to 8,0,132
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Autism,15 to 18,0,260
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Autism,19 to 24,0,159
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Autism,25 to 34,0,70
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Autism,35 to 44,0,25
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Autism,45 to 54,0,13
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Autism,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Autism,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Autism,9 to 14,0,333
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Cerebral Palsy,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Cerebral Palsy,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Cerebral Palsy,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Cerebral Palsy,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Cerebral Palsy,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Cerebral Palsy,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Cerebral Palsy,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Cerebral Palsy,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Cerebral Palsy,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Developmental delay,0 to 8,0,113
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Developmental delay,15 to 18,0,15
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Developmental delay,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Developmental delay,9 to 14,0,80
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Down Syndrome,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Down Syndrome,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Down Syndrome,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Down Syndrome,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Global developmental delay,0 to 8,0,55
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Global developmental delay,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Global developmental delay,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Global developmental delay,9 to 14,0,24
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Hearing Impairment,0 to 8,0,12
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Hearing Impairment,15 to 18,0,12
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Hearing Impairment,19 to 24,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Hearing Impairment,25 to 34,0,13
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Hearing Impairment,35 to 44,0,12
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Hearing Impairment,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Hearing Impairment,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Hearing Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Hearing Impairment,9 to 14,0,23
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Intellectual Disability,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Intellectual Disability,15 to 18,0,24
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Intellectual Disability,19 to 24,0,13
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Intellectual Disability,25 to 34,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Intellectual Disability,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Intellectual Disability,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Intellectual Disability,55 to 64,0,17
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Intellectual Disability,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Intellectual Disability,9 to 14,0,17
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Missing,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Multiple Sclerosis,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Multiple Sclerosis,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Multiple Sclerosis,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Multiple Sclerosis,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Multiple Sclerosis,65+,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Neurological,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Neurological,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Neurological,45 to 54,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Neurological,55 to 64,0,31
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Neurological,65+,0,46
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Neurological,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Physical,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Physical,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Physical,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Physical,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Physical,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Physical,55 to 64,0,23
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Physical,65+,0,30
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Physical,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Sensory/Speech,15 to 18,0,27
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Sensory/Speech,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Other Sensory/Speech,9 to 14,0,15
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Psychosocial disability,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Psychosocial disability,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Psychosocial disability,35 to 44,0,12
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Psychosocial disability,45 to 54,0,23
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Psychosocial disability,55 to 64,0,37
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Psychosocial disability,65+,0,29
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Spinal Cord Injury,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Spinal Cord Injury,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Spinal Cord Injury,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Spinal Cord Injury,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Stroke,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Stroke,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Stroke,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Visual Impairment,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Visual Impairment,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Visual Impairment,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Visual Impairment,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Visual Impairment,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Visual Impairment,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Visual Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eastern Adelaide,Visual Impairment,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,ABI,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,ABI,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,ABI,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,ABI,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,ABI,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Autism,0 to 8,0,40
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Autism,15 to 18,0,59
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Autism,19 to 24,0,32
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Autism,25 to 34,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Autism,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Autism,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Autism,9 to 14,0,95
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Cerebral Palsy,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Cerebral Palsy,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Cerebral Palsy,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Cerebral Palsy,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Cerebral Palsy,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Cerebral Palsy,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Cerebral Palsy,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Developmental delay,0 to 8,0,96
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Developmental delay,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Developmental delay,9 to 14,0,42
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Down Syndrome,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Down Syndrome,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Down Syndrome,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Down Syndrome,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Down Syndrome,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Global developmental delay,0 to 8,0,40
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Global developmental delay,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Global developmental delay,9 to 14,0,18
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Hearing Impairment,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Hearing Impairment,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Hearing Impairment,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Hearing Impairment,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Hearing Impairment,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Hearing Impairment,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Hearing Impairment,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Hearing Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Hearing Impairment,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Intellectual Disability,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Intellectual Disability,15 to 18,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Intellectual Disability,19 to 24,0,13
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Intellectual Disability,25 to 34,0,14
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Intellectual Disability,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Intellectual Disability,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Intellectual Disability,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Intellectual Disability,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Intellectual Disability,9 to 14,0,16
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Missing,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Multiple Sclerosis,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Multiple Sclerosis,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Multiple Sclerosis,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Multiple Sclerosis,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Neurological,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Neurological,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Neurological,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Neurological,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Neurological,55 to 64,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Neurological,65+,0,14
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Neurological,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Physical,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Physical,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Physical,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Physical,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Physical,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Physical,55 to 64,0,11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Physical,65+,0,14
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Physical,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Sensory/Speech,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Sensory/Speech,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Other Sensory/Speech,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Psychosocial disability,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Psychosocial disability,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Psychosocial disability,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Psychosocial disability,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Psychosocial disability,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Psychosocial disability,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Spinal Cord Injury,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Spinal Cord Injury,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Spinal Cord Injury,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Stroke,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Stroke,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Stroke,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Stroke,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Visual Impairment,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Visual Impairment,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Visual Impairment,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Visual Impairment,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Visual Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Eyre and Western,Visual Impairment,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),ABI,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),ABI,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),ABI,45 to 54,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),ABI,55 to 64,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),ABI,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Autism,0 to 8,0,17
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Autism,15 to 18,0,15
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Autism,19 to 24,0,15
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Autism,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Autism,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Autism,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Autism,9 to 14,0,31
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Cerebral Palsy,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Cerebral Palsy,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Cerebral Palsy,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Developmental delay,0 to 8,0,37
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Developmental delay,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Developmental delay,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Developmental delay,9 to 14,0,17
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Down Syndrome,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Global developmental delay,0 to 8,0,20
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Global developmental delay,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Hearing Impairment,0 to 8,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Hearing Impairment,19 to 24,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Hearing Impairment,25 to 34,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Hearing Impairment,35 to 44,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Hearing Impairment,65+,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Hearing Impairment,9 to 14,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Intellectual Disability,15 to 18,n/a,<11
31-Dec-25,Missing,ALL,ALL,ALL,SA,Far North (SA),Intellectual Disability,19 to 24,0,16
